
"3", "\medco\tagged\modifier\WFjgBPpu7yBMSfLSsNrDeTs8V/sfy57z5DfT4u9cE7U=\", "", "N", "LA ", "\N", "TAG_ID:834", "\N", "MODIFIER_CD", "MODIFIER_DIMENSION", "MODIFIER_PATH", "T", "LIKE", "\medco\tagged\modifier\WFjgBPpu7yBMSfLSsNrDeTs8V/sfy57z5DfT4u9cE7U=\", "\N", "\N", "NOW()", "\N", "\N", "\N", "TAG_ID", "@", "\N", "\N", "\N", "\N");
"3", "\medco\tagged\modifier\FjLSsNE7Ufy57z5DWgBPpu7yBMSrDeTs8V/sffT4u9c=\", "", "N", "LA ", "\N", "TAG_ID:91", "\N", "MODIFIER_CD", "MODIFIER_DIMENSION", "MODIFIER_PATH", "T", "LIKE", "\medco\tagged\modifier\FjLSsNE7Ufy57z5DWgBPpu7yBMSrDeTs8V/sffT4u9c=\", "\N", "\N", "NOW()", "\N", "\N", "\N", "TAG_ID", "@", "\N", "\N", "\N", "\N");
"3", "\medco\tagged\modifier\LSsNrDeTs4u9cEU7WF8V/sfy57z5DfTjgBPpu7yBMSf=\", "", "N", "LA ", "\N", "TAG_ID:22", "\N", "MODIFIER_CD", "MODIFIER_DIMENSION", "MODIFIER_PATH", "T", "LIKE", "\medco\tagged\modifier\LSsNrDeTs4u9cEU7WF8V/sfy57z5DfTjgBPpu7yBMSf=\", "\N", "\N", "NOW()", "\N", "\N", "\N", "TAG_ID", "@", "\N", "\N", "\N", "\N");


"3", "\medco\tagged\concept\EkaojcPm7U3qsQp0bhzaLZLYenL/+yNS5j39TFcLU1u=\", "", "N", "LA ", "\N", "TAG_ID:563255632", "\N", "concept_cd", "concept_dimension", "concept_path", "T", "LIKE", "\medco\tagged\concept\EkaojcPm7U3qsQp0bhzaLZLYenL/+yNS5j39TFcLU1u=\", "\N", "\N", "NOW()", "\N", "\N", "\N", "TAG_ID", "@", "\N", "\N", "\N", "\N"
"3", "\medco\tagged\concept\U3qsQp0bhzaEkaojcP39TFcLU1um7LZLYenL/+yNS5j=\", "", "N", "LA ", "\N", "TAG_ID:12131009", "\N", "concept_cd", "concept_dimension", "concept_path", "T", "LIKE", "\medco\tagged\concept\U3qsQp0bhzaEkaojcP39TFcLU1um7LZLYenL/+yNS5j=\", "\N", "\N", "NOW()", "\N", "\N", "\N", "TAG_ID", "@", "\N", "\N", "\N", "\N"
"3", "\medco\tagged\concept\8V/4u9cE7UWFjgBPpu7yBMSfLSsNrDeTssfy57z5DfT=\", "", "N", "LA ", "\N", "TAG_ID:4728347", "\N", "concept_cd", "concept_dimension", "concept_path", "T", "LIKE", "\medco\tagged\concept\8V/4u9cE7UWFjgBPpu7yBMSfLSsNrDeTssfy57z5DfT=\", "\N", "\N", "NOW()", "\N", "\N", "\N", "TAG_ID", "@", "\N", "\N", "\N", "\N"
"3", "\medco\tagged\concept\FjgBPpu7yBMhzSfLsrPpu7yBMSD8V/4u9cE7SfLSsUW=\", "", "N", "LA ", "\N", "TAG_ID:93736", "\N", "concept_cd", "concept_dimension", "concept_path", "T", "LIKE", "\medco\tagged\concept\FjgBPpu7yBMhzSfLsrPpu7yBMSD8V/4u9cE7SfLSsUW=\", "\N", "\N", "NOW()", "\N", "\N", "\N", "TAG_ID", "@", "\N", "\N", "\N", "\N"

